,Name,Year,Age,Tm,Pos,No.,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Ret,Rt,Y/Rt,APYd,Player ID,QBrec,Cmp,Cmp%,TD%,Int%,AY/A,Y/C,Rate,Sk%,NY/A,ANY/A,4QC,GWD,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck,QBR
141,Keenan Allen,2019.0,27.0,LAC,WR,13.0,16.0,16.0,149.0,104.0,1199.0,11.5,6.0,63.0,59.1,45.0,6.5,74.9,69.8%,8.0,3.0,16.0,0.0,1.0,33.3,18.0,5.3,1.0,0.2,107.0,11.4,1215.0,6.0,0.0,10.0,,,,,,,,,,,,PB,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Keenan Allen,2020.0,28.0,LAC,WR,13.0,14.0,13.0,147.0,100.0,992.0,9.9,8.0,61.0,53.7,28.0,7.1,70.9,68.0%,6.7,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,101.0,9.8,991.0,8.0,3.0,8.0,,,,,,,,,,,,PB,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Keenan Allen,2021.0,29.0,LAC,WR,13.0,16.0,16.0,157.0,106.0,1138.0,10.7,6.0,66.0,54.1,42.0,6.6,71.1,67.5%,7.2,,,0.0,,,,,,,106.0,10.7,1138.0,6.0,1.0,11.0,,,,,,,,,,,,PB,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Keenan Allen,2022.0,30.0,LAC,WR,13.0,10.0,10.0,89.0,66.0,752.0,11.4,4.0,39.0,56.2,46.0,6.6,75.2,74.2%,8.4,1.0,8.0,0.0,1.0,100.0,8.0,8.0,0.8,0.1,67.0,11.3,760.0,4.0,1.0,6.0,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Keenan Allen,2023.0,31.0,LAC,WR,13.0,13.0,13.0,150.0,108.0,1243.0,11.5,7.0,57.0,58.7,42.0,8.3,95.6,72.0%,8.3,2.0,6.0,0.0,1.0,100.0,4.0,3.0,0.5,0.2,110.0,11.4,1249.0,7.0,2.0,11.0,,,,,,,,,,,,PB,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Don Alley,1967.0,22.0,BAL,WR,29.0,10.0,0.0,,1.0,11.0,11.0,0.0,,,11.0,0.1,1.1,,,,,0.0,,,,,,,1.0,11.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Don Alley,1969.0,24.0,PIT,WR,83.0,8.0,0.0,,1.0,16.0,16.0,0.0,,,16.0,0.1,2.0,,,,,0.0,,,,,,,1.0,16.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Aundrae Allison,2007.0,21.0,MIN,WR,84.0,11.0,0.0,19.0,8.0,122.0,15.3,0.0,5.0,36.8,35.0,0.7,11.1,42.1%,6.4,2.0,3.0,0.0,0.0,0.0,3.0,1.5,0.3,0.2,10.0,12.5,125.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Aundrae Allison,2008.0,22.0,MIN,WR,84.0,15.0,0.0,21.0,10.0,109.0,10.9,0.0,8.0,42.9,21.0,0.7,7.3,47.6%,5.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,11.0,10.0,110.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Geronimo Allison,2016.0,22.0,GNB,WR,81.0,10.0,2.0,22.0,12.0,202.0,16.8,2.0,11.0,50.0,39.0,1.2,20.2,54.5%,9.2,,,0.0,,,,,,,12.0,16.8,202.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Geronimo Allison,2017.0,23.0,GNB,WR,81.0,15.0,2.0,39.0,23.0,253.0,11.0,0.0,10.0,53.8,72.0,1.5,16.9,59.0%,6.5,,,0.0,,,,,,,23.0,11.0,253.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Geronimo Allison,2018.0,24.0,GNB,WR,81.0,5.0,4.0,30.0,20.0,303.0,15.2,2.0,11.0,56.7,64.0,4.0,60.6,66.7%,10.1,,,0.0,,,,,,,20.0,15.2,303.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Geronimo Allison,2019.0,25.0,GNB,WR,81.0,16.0,6.0,55.0,34.0,287.0,8.4,2.0,16.0,41.8,31.0,2.1,17.9,61.8%,5.2,1.0,7.0,0.0,0.0,100.0,7.0,7.0,0.4,0.1,35.0,8.4,294.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Geronimo Allison,2021.0,27.0,DET,WR,13.0,3.0,1.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0%,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Beau Almodobar,1987.0,25.0,NYG,WR,10.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Gerald Alphin,1990.0,26.0,NOR,WR,86.0,11.0,0.0,,4.0,57.0,14.3,0.0,,,17.0,0.4,5.2,,,,,0.0,,,,,,,4.0,14.3,57.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Gerald Alphin,1991.0,27.0,NOR,WR,86.0,5.0,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Lyneal Alston,1987.0,23.0,PIT,WR,81.0,3.0,1.0,,3.0,84.0,28.0,2.0,,,42.0,1.0,28.0,,,,,0.0,,,,,,,3.0,28.0,84.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Richard Alston,2004.0,24.0,CLE,WR,89.0,9.0,0.0,,,,,0.0,,,,,,,,,1016.0,1.0,,,93.0,,,,,,,,,1.0,,,,,,,,,,,,,,46.0,22.1,1016.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Lance Alworth,1962.0,22.0,SDG,FL,24.0,4.0,4.0,,10.0,226.0,22.6,3.0,,,67.0,2.5,56.5,,,1.0,17.0,0.0,,,17.0,17.0,4.3,0.3,11.0,22.1,243.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Lance Alworth,1963.0,23.0,SDG,FL,19.0,14.0,14.0,,61.0,1205.0,19.8,11.0,,,85.0,4.4,86.1,,,2.0,14.0,0.0,,,21.0,7.0,1.0,0.1,63.0,19.3,1219.0,11.0,0.0,16.0,,,,,,,,,,,,"UPI AFL PoY-1, AP AFL PoY-2, AP1, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Lance Alworth,1964.0,24.0,SDG,FL,19.0,12.0,12.0,,61.0,1235.0,20.2,13.0,,,82.0,5.1,102.9,,,3.0,60.0,2.0,,,35.0,20.0,5.0,0.3,64.0,20.2,1295.0,15.0,3.0,15.0,,,,,,,,,,,,"UPI AFL PoY-5, AP AFL PoY-2, AP1, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Lance Alworth,1965.0,25.0,SDG,FL,19.0,14.0,14.0,,69.0,1602.0,23.2,14.0,,,85.0,4.9,114.4,,,3.0,-12.0,0.0,,,-1.0,-4.0,-0.9,0.2,72.0,22.1,1590.0,14.0,2.0,15.0,,,,,,,,,,,,"UPI AFL PoY-2, AP AFL PoY-2, AP1, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Lance Alworth,1966.0,26.0,SDG,FL,19.0,13.0,13.0,,73.0,1383.0,18.9,13.0,,,78.0,5.6,106.4,,,3.0,10.0,0.0,,,4.0,3.3,0.8,0.2,76.0,18.3,1393.0,13.0,0.0,17.0,,,,,,,,,,,,"UPI AFL PoY-3, AP1, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Lance Alworth,1967.0,27.0,SDG,FL,19.0,11.0,11.0,,52.0,1010.0,19.4,9.0,,,71.0,4.7,91.8,,,1.0,5.0,0.0,,,5.0,5.0,0.5,0.1,53.0,19.2,1015.0,9.0,0.0,11.0,,,,,,,,,,,,"AP1, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Lance Alworth,1968.0,28.0,SDG,FL,19.0,14.0,14.0,,68.0,1312.0,19.3,10.0,,,80.0,4.9,93.7,,,3.0,18.0,0.0,,,10.0,6.0,1.3,0.2,71.0,18.7,1330.0,10.0,0.0,15.0,,,,,,,,,,,,"UPI AFL PoY-2, AP AFL PoY-2, AP1, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Lance Alworth,1969.0,29.0,SDG,WR,19.0,14.0,14.0,,64.0,1003.0,15.7,4.0,,,76.0,4.6,71.6,,,5.0,25.0,0.0,,,16.0,5.0,1.8,0.4,69.0,14.9,1028.0,4.0,0.0,11.0,,,,,,,,,,,,"UPI AFL PoY-3, AP2, PB",,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Lance Alworth,1970.0,30.0,SDG,WR,19.0,14.0,13.0,,35.0,608.0,17.4,4.0,,,80.0,2.5,43.4,,,,,0.0,,,,,,,35.0,17.4,608.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Lance Alworth,1971.0,31.0,DAL,WR,19.0,12.0,11.0,,34.0,487.0,14.3,2.0,,,26.0,2.8,40.6,,,2.0,-10.0,0.0,,,-4.0,-5.0,-0.8,0.2,36.0,13.3,477.0,2.0,0.0,7.0,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Lance Alworth,1972.0,32.0,DAL,WR,19.0,14.0,7.0,,15.0,195.0,13.0,2.0,,,30.0,1.1,13.9,,,1.0,2.0,0.0,,,2.0,2.0,0.1,0.1,16.0,12.3,197.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Danny Amendola,2009.0,24.0,STL,WR,16.0,14.0,2.0,63.0,43.0,326.0,7.6,1.0,19.0,47.6,25.0,3.1,23.3,68.3%,5.2,3.0,-2.0,0.0,1.0,33.3,8.0,-0.7,-0.1,0.2,46.0,7.0,324.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Danny Amendola,2010.0,25.0,STL,WR,16.0,16.0,6.0,123.0,85.0,689.0,8.1,3.0,35.0,50.4,36.0,5.3,43.1,69.1%,5.6,7.0,81.0,0.0,4.0,71.4,30.0,11.6,5.1,0.4,92.0,8.4,770.0,3.0,2.0,6.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Danny Amendola,2011.0,26.0,STL,WR,16.0,1.0,1.0,6.0,5.0,45.0,9.0,0.0,3.0,66.7,18.0,5.0,45.0,83.3%,7.5,,,0.0,,,,,,,5.0,9.0,45.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Danny Amendola,2012.0,27.0,STL,WR,16.0,11.0,8.0,101.0,63.0,666.0,10.6,3.0,39.0,50.5,56.0,5.7,60.5,62.4%,6.6,2.0,8.0,0.0,0.0,50.0,6.0,4.0,0.7,0.2,65.0,10.4,674.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Danny Amendola,2013.0,28.0,NWE,WR,80.0,12.0,6.0,83.0,54.0,633.0,11.7,2.0,37.0,56.6,57.0,4.5,52.8,65.1%,7.6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,55.0,11.5,634.0,2.0,0.0,6.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Danny Amendola,2014.0,29.0,NWE,WR,80.0,16.0,4.0,42.0,27.0,200.0,7.4,1.0,12.0,42.9,21.0,1.7,12.5,64.3%,4.8,,,0.0,,,,,,,27.0,7.4,200.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Danny Amendola,2015.0,30.0,NWE,WR,80.0,14.0,7.0,87.0,65.0,648.0,10.0,3.0,32.0,57.5,41.0,4.6,46.3,74.7%,7.4,2.0,11.0,0.0,0.0,50.0,8.0,5.5,0.8,0.1,67.0,9.8,659.0,3.0,1.0,7.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Danny Amendola,2016.0,31.0,NWE,WR,80.0,12.0,4.0,29.0,23.0,243.0,10.6,4.0,14.0,62.1,32.0,1.9,20.3,79.3%,8.4,,,0.0,,,,,,,23.0,10.6,243.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Danny Amendola,2017.0,32.0,NWE,WR,80.0,15.0,8.0,86.0,61.0,659.0,10.8,2.0,40.0,59.3,27.0,4.1,43.9,70.9%,7.7,,,0.0,,,,,,,61.0,10.8,659.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Danny Amendola,2018.0,33.0,MIA,WR,80.0,15.0,15.0,79.0,59.0,575.0,9.7,1.0,27.0,54.4,39.0,3.9,38.3,74.7%,7.3,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-0.1,0.1,60.0,9.6,573.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Danny Amendola,2019.0,34.0,DET,WR,80.0,15.0,10.0,97.0,62.0,678.0,10.9,1.0,36.0,51.5,47.0,4.1,45.2,63.9%,7.0,,,0.0,,,,,,,62.0,10.9,678.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Danny Amendola,2020.0,35.0,DET,WR,80.0,14.0,5.0,69.0,46.0,602.0,13.1,0.0,30.0,52.2,50.0,3.3,43.0,66.7%,8.7,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,47.0,12.9,604.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Danny Amendola,2021.0,36.0,HOU,WR,89.0,8.0,0.0,38.0,24.0,248.0,10.3,3.0,10.0,47.4,39.0,3.0,31.0,63.2%,6.5,,,0.0,,,,,,,24.0,10.3,248.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Otis Amey,2005.0,24.0,SFO,WR,18.0,11.0,0.0,,,125.0,11.4,1.0,,,75.0,,,,,,241.0,0.0,,,25.0,,,,,,,,,1.0,,,,,,,,,,,,,11.0,14.0,17.2,366.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Brad Anderson,1984.0,23.0,CHI,WR,86.0,13.0,3.0,,3.0,77.0,25.7,1.0,,,49.0,0.2,5.9,,,,,0.0,,,,,,,3.0,25.7,77.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Brad Anderson,1985.0,24.0,CHI,WR,86.0,14.0,0.0,,1.0,6.0,6.0,0.0,,,6.0,0.1,0.4,,,,,0.0,,,,,,,1.0,6.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,David Anderson,2006.0,23.0,HOU,WR,14.0,9.0,0.0,1.0,1.0,27.0,27.0,0.0,1.0,100.0,27.0,0.1,3.0,100.0%,27.0,,,0.0,,,,,,,1.0,27.0,27.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,David Anderson,2007.0,24.0,HOU,WR,89.0,8.0,0.0,17.0,12.0,131.0,10.9,1.0,9.0,70.6,24.0,1.5,16.4,70.6%,7.7,,,0.0,,,,,,,12.0,10.9,131.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,David Anderson,2008.0,25.0,HOU,WR,89.0,16.0,1.0,29.0,19.0,241.0,12.7,2.0,13.0,51.7,65.0,1.2,15.1,65.5%,8.3,,,0.0,,,,,,,19.0,12.7,241.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,David Anderson,2009.0,26.0,HOU,TE,89.0,16.0,8.0,53.0,38.0,370.0,9.7,0.0,22.0,52.8,27.0,2.4,23.1,71.7%,7.0,,,0.0,,,,,,,38.0,9.7,370.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,David Anderson,2010.0,27.0,HOU,WR,89.0,12.0,1.0,18.0,11.0,117.0,10.6,0.0,5.0,44.4,35.0,0.9,9.8,61.1%,6.5,,,0.0,,,,,,,11.0,10.6,117.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,David Anderson,2011.0,28.0,2TM,WR,,6.0,0.0,16.0,7.0,79.0,11.3,1.0,10.0,31.3,23.0,1.2,13.2,43.8%,4.9,,,0.0,,,,,,,7.0,11.3,79.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Flipper Anderson,1988.0,23.0,RAM,WR,83.0,16.0,0.0,,11.0,319.0,29.0,0.0,,,56.0,0.7,19.9,,,,,0.0,,,,,,,11.0,29.0,319.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Flipper Anderson,1989.0,24.0,RAM,WR,83.0,16.0,13.0,,44.0,1146.0,26.0,5.0,,,78.0,2.8,71.6,,,1.0,-1.0,0.0,,,-1.0,-1.0,-0.1,0.1,45.0,25.4,1145.0,5.0,0.0,10.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Flipper Anderson,1990.0,25.0,RAM,WR,83.0,16.0,13.0,,51.0,1097.0,21.5,4.0,,,55.0,3.2,68.6,,,1.0,13.0,0.0,,,13.0,13.0,0.8,0.1,52.0,21.3,1110.0,4.0,0.0,10.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Flipper Anderson,1991.0,26.0,RAM,WR,83.0,12.0,10.0,,32.0,530.0,16.6,1.0,,,54.0,2.7,44.2,,,,,0.0,,,,,,,32.0,16.6,530.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Flipper Anderson,1992.0,27.0,RAM,WR,83.0,15.0,9.0,79.0,38.0,657.0,17.3,7.0,,,51.0,2.5,43.8,48.1%,8.3,,,0.0,,,,,,,38.0,17.3,657.0,7.0,1.0,7.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Flipper Anderson,1993.0,28.0,RAM,WR,83.0,15.0,15.0,91.0,37.0,552.0,14.9,4.0,,,56.0,2.5,36.8,40.7%,6.1,,,0.0,,,,,,,37.0,14.9,552.0,4.0,0.0,5.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Flipper Anderson,1994.0,29.0,RAM,WR,83.0,16.0,16.0,101.0,46.0,945.0,20.5,5.0,37.0,40.6,72.0,2.9,59.1,45.5%,9.4,1.0,11.0,0.0,1.0,100.0,11.0,11.0,0.7,0.1,47.0,20.3,956.0,5.0,0.0,8.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Flipper Anderson,1995.0,30.0,IND,WR,84.0,2.0,2.0,13.0,8.0,111.0,13.9,2.0,5.0,61.5,28.0,4.0,55.5,61.5%,8.5,,,0.0,,,,,,,8.0,13.9,111.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Flipper Anderson,1996.0,31.0,WAS,WR,83.0,2.0,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Flipper Anderson,1997.0,32.0,DEN,WR,83.0,4.0,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Joe Anderson,2012.0,24.0,CHI,WR,19.0,3.0,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Joe Anderson,2013.0,25.0,CHI,WR,19.0,6.0,0.0,,,,,0.0,,,,,,,,,82.0,0.0,,,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,16.4,82.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Marcus Anderson,1981.0,22.0,CHI,WR,88.0,12.0,1.0,,9.0,243.0,27.0,2.0,,,85.0,0.8,20.3,,,,,0.0,,,,,,,9.0,27.0,243.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Mel Anderson,1987.0,22.0,PIT,WR,83.0,2.0,0.0,,,38.0,5.4,0.0,,,10.0,,,,,,8.0,0.0,,,8.0,,,,,,,,,0.0,,,,,,,,,,,,,7.0,1.0,8.0,46.0,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Ronnie Anderson,1998.0,24.0,ARI,WR,82.0,4.0,0.0,3.0,1.0,8.0,8.0,0.0,,,8.0,0.3,2.0,33.3%,2.7,,,0.0,,,,,,,1.0,8.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Scotty Anderson,2001.0,22.0,DET,WR,88.0,9.0,4.0,34.0,12.0,211.0,17.6,1.0,7.0,29.4,69.0,1.3,23.4,35.3%,6.2,,,0.0,,,,,,,12.0,17.6,211.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Scotty Anderson,2002.0,23.0,DET,WR,88.0,16.0,4.0,56.0,25.0,322.0,12.9,1.0,20.0,37.5,34.0,1.6,20.1,44.6%,5.8,,,0.0,,,,,,,25.0,12.9,322.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Scotty Anderson,2003.0,24.0,DET,WR,88.0,9.0,0.0,31.0,17.0,325.0,19.1,2.0,12.0,51.6,72.0,1.9,36.1,54.8%,10.5,,,0.0,,,,,,,17.0,19.1,325.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Stevie Anderson,1994.0,24.0,NYJ,WR,88.0,10.0,0.0,17.0,9.0,90.0,10.0,0.0,5.0,47.1,17.0,0.9,9.0,52.9%,5.3,,,0.0,,,,,,,9.0,10.0,90.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Stevie Anderson,1995.0,25.0,ARI,WR,82.0,5.0,0.0,4.0,3.0,34.0,11.3,1.0,2.0,50.0,18.0,0.6,6.8,75.0%,8.5,,,0.0,,,,,,,3.0,11.3,34.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
